Title,Slug,Template Image Path,Collection ID,Locale ID,Item ID,Created On,Updated On,Published On,Template Image,Heading (H1) - Template,Description - Template,Image URL - Template,Image Alt Text - Template,Figma Link - Template,Use Case - Template,Type - Template,Industry - Template,Supported Email Clients - Template,Supported ESPs - Template,Meta Description - Template,Full URL,Related Templates
Lodgify 50% Off Subscription Offer HTML Email Template,lodgify-50-off-html-email,images/lodgify-50-off-html-email.webp,,,,,,,https://uploads-ssl.webflow.com/66851ff5597edd9f7c0cbddb/66c7323f4157381f844ef838_Claim%20your%2050%25%20discount%20%F0%9F%94%A5.png,,A bold HTML email template offering 50% off Lodgify's Professional & Ultimate plans. Ideal for subscription-based businesses targeting new customers with a limited-time discount.,,Lodgify 50% Off Subscription Offer HTML Email Template,https://www.figma.com/design/4DNZJH4iYmHi5uYidVrBlu/New-Discounts-%26-Coupons-Email-Templates-Library?node-id=4306-1614&t=bcVyeNTKtyzZjexL-0,"<p><a href=""/templates/discounts-and-coupons"" id="""">Discounts &amp; Coupons</a></p>","<p><a href=""/templates/marketing"" id="""">Marketing</a></p>","<p><a href=""/templates/software-and-digital-services"" id="""">Software &amp; Digital Services</a></p>","<p>Yahoo!, Apple Mail</p>","<p>GetResponse, Zoho Mail, Moosend, Constant Contact, Brevo</p>","Bold HTML email template offering 50% off Lodgify subscription plans, perfect for new customers.",/email-template/lodgify-50-off-html-email,wwdc23-discount-html-email; saas-webizz-off; vidangel-labor-day-html-email; the-sill-fiddle-leaf-fig-html-email; ecommerce-seasonal-savings; fashion-trends-store-off; strava-club-invitation-html-template; strangelove-eofy-discount-email-template; spring-sale-20-off-towels-html-template; restaurant-feedback; sourse-vitamin-chocolate-offer-email-template; finance-digital-spend-card; travel-seasonal-deals; healthcare-medical-assistance; saas-happy-customer-off; rivian-earth-day-html-email; ritual-25-off-html-email; rent-the-runway-rsvp-html-email; reel-5-off-html-email; real-estate-book-tour-off; ray-ban-last-chance-20-off-html-template; projects-watches-black-friday-july-html-template; prime-day-sale-native-pet-html-template; prime-day-30-off-html-template; ourside-welcome-html-email; ongo-support-military-html-email; notorious-nooch-prime-day-offer-email-template; moment-welcome-discount-html-email; mezcal-negroni-summer-cocktail-html-template; memorial-day-sale-20-off-pillows-html-template; masterclass-labor-day-html-email; macpaw-15th-anniversary-html-email; real-estate-home-tour-off; liquid-death-early-access-html-email; leatherman-spring-custom-sale-html-template; last-chance-20-off-joggy-energy-template; last-chance-10-off-feeling-swell-html-template; last-chance-10-off-cold-culture-html-template; education-kids-academy-program-discount; july-4th-sale-40-off-html-template; jibby-relaxation-day-html-email; janji-mystery-box-html-template; hodina-20-off-html-email; healthcare-off-checkup; headway-self-growth-html-email; grammarly-flash-sale-email-template; beauty-glow-and-glamour-discount; gainful-new-year-html-email; free-gift-promotion-html-template; fourth-july-clearance-sale-html-template; fashion-off-17c75; flow-state-strava-challenge-html-template; final-hours-sale-html-email-template; ecommerce-sale-off; restaurant-offer-asian-cuisine-d4ba2; real-estate-family-residence-sale; earth-day-promotion-html-template; dutch-bros-birthday-html-email; codecademy-cyber-week-html-email; ecommerce-off-on-mats; education-learning-day-off; ecommerce-off-on-bags; black-friday-html-email; birdwell-30-percent-off-sitewide-sale-html-email-template; betterbrand-lucky-day-html-email; beauty-spa-coupon-off-7689f; beauty-cosmetic-collection-discount; beauty-exclusive-discount-for-subscribers; ecommerce-sale-on-cart; adobe-creative-cloud-html-email; 60-off-fitbit-premium-membership-html-template; 50-off-activecampaign-3-month-offer-html-template; 30-off-meditation-html-template; 30-off-cleanmymac-tennis-promo-html-template; 30-off-birthday-stay-offer-html-template; 25-off-luxury-bidet-html-template; 20-off-meditation-html-template; 20-off-headspace-journey-html-template; 20-off-delivery-doordash-html-template; 12-hour-prime-day-sale-native-pet-template; 100-off-calibrate-weight-loss-program-html-template
Local Eatery Order En Route HTML Email Template,restaurant-sandwich-is-en-route,images/restaurant-sandwich-is-en-route.webp,66851ff5597edd9f7c0cbee7,66851ff5597edd9f7c0cbdde,66851ff5597edd9f7c0cc1cc,Mon Jun 24 2024 09:16:04 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:24:39 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:25:01 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/6656cfa894f8540abda9ef88/66793953292db967191d147f_6679157d4dc97ece4ea2a6af_templates-order-confirmation-restaurant-sandwich-is-en-route.png,,"Notify customers their sandwich is en route with this warm HTML email template. Use friendly tones, realistic food images, clear pricing, order tracking, and customer service contacts to enhance experience.",,Restaurant-Sandwich is En Route,https://www.figma.com/file/5BOL3rS3Cm2Ez312SjpPGc/Order-Confirmation-Email-Templates-Library?type=design&node-id=1-5&mode=design&t=jOtjvpWctEnheGUg-0,"<p><a href=""/templates/order-confirmation"" id="""">Order Confirmation</a></p>","<p><a href=""/templates/transactional"" id="""">Transactional</a></p>","<p><a href=""/templates/restaurants-food-and-beverages"" id="""">Restaurants, Food &amp; Beverages</a></p>","<p id="""">Apple Mail, Yahoo!</p>","<p id="""">Salesforce, Zoho Mail, Active Campaign, HubSpot, Constant Contact, Moosend</p>","Notify customers their sandwich is en route with this warm HTML email template. Use friendly tones, food images, clear pricing, tracking, and customer service contacts.",/email-template/restaurant-sandwich-is-en-route,saas-visitech-order-confirmation; travel-ticket-booking-acknowledgement; restaurant-democo-order-is-on-its-way; beauty-radiancehub-shampoo-order; ecommerce-order-confirmation-with-tracking-id; ecommerce-shipment-details; restaurant-your-meal-is-en-route; saas-mailcircle-card-order-confirmed; beauty-neutral-health-medicine-order; restaurant-cookies-order-confirmed; beauty-gold-skin-order-confirmation; travel-flight-journey-locked-in; fashion-lounge-purchase-order; ecommerce-democo-order-confirmed; saas-cube-premium-pass-purchase
Live Training Schedule HTML Email Template,live-training-schedule-html-email-template,images/live-training-schedule-html-email-template.webp,,,,,,,https://uploads-ssl.webflow.com/66851ff5597edd9f7c0cbddb/66c7324de00233166eeb4026_It%E2%80%99s%20the%20final%20countdown%E2%80%A6.png,,Informative email template featuring upcoming live training sessions and expert Q&A opportunities. Ideal for promoting engagement with educational events.,,Live Training Schedule HTML Email Template,https://www.figma.com/design/NU75gPmirmC4IwHsyoGowp/New-Events-Email-Templates-Library?node-id=2403-209&t=csQDhlWyZXFhXevu-0,"<p><a href=""/templates/events-and-invitations"" id="""">Events &amp; Invitations</a></p>","<p><a href=""/templates/announcements-communications"" id="""">Announcements / Communications</a></p>","<p><a href=""/templates/software-and-digital-services"" id="""">Software &amp; Digital Services</a></p>","<p>Gmail, Yahoo!</p>","<p>Brevo, Active Campaign, Salesforce, Zoho Mail, MailChimp, GetResponse</p>",Informative email template featuring live training sessions and expert Q&A. Perfect for engaging your audience with upcoming educational events.,/email-template/live-training-schedule-html-email-template,education-women-conference-on-innovation; saas-webinar-digital-marketing; saas-virtual-coffee-chat; education-univerity-alumni-meet; ultimate-mobile-filmmaking-giveaway-html-template; saas-technology-summit; sonos-ace-live-qna-html-template; slack-frontiers-invitation-html; travel-scheduled-workshops-and-activities; saas-online-tea-time-talk; education-modern-design-session; education-learn-content-strategies; laels-ride-around-the-world-html-template; education-growth-masterclass; beauty-female-progress-symposium; beauty-fathers-day-sale; emma-u-class-22-event-recap-html; saas-email-marketing-session; education-educators-day-celebration; education-discover-innovative-techniques; saas-digital-summit; saas-digital-planning-event; finance-digital-dynamics-expo; education-digital-design-expo; saas-business-workshop; saas-business-strategies-conference; education-annual-confluence-summit; adidas-confirmed-invitation-html-template
Live Fireside Chat on Hybrid Work HTML Email Template,live-fireside-chat-hybrid-work-html,images/live-fireside-chat-hybrid-work-html.webp,,,,,,,https://uploads-ssl.webflow.com/66851ff5597edd9f7c0cbddb/66c7324d23550d61d4fb67ef_How%20To_%20Set%20boundaries%20and%20balance%20hybrid%20work.png,,"Join a live fireside chat with experts on hybrid work, focusing on overcoming challenges and enhancing productivity. Ideal for webinars and live events.",,Live Fireside Chat on Hybrid Work HTML Email Template,https://www.figma.com/design/BBreOdV3ZmooFBxdgeG9w0/New-Webinar-Email-Templates-Library?node-id=4203-91&t=xaQ2EGbxL2DJMhFD-0,"<p><a href=""/templates/webinar"" id="""">Webinar</a></p>","<p><a href=""/templates/announcements-communications"" id="""">Announcements / Communications</a></p>","<p><a href=""/templates/software-and-digital-services"" id="""">Software &amp; Digital Services</a></p>","<p>Apple Mail, Yahoo!, Outlook</p>","<p>Constant Contact, Mailjet, Moosend, GetResponse</p>",Tune in for a live chat with hybrid work experts. Learn how to overcome workplace challenges in this HTML email template.,/email-template/live-fireside-chat-hybrid-work-html,saas-trends-in-digital-finance; saas-technology-insights-seminar; saas-secrets-of-successful-email-strategy; path-projects-ultra-running-masterclass-promotion-html-template; no-code-tools-webinar-html-email-template; learning-impact-webinar-html-email-template; saas-improve-user-journey; marketing-teams-drive-pipeline-calendly-html; saas-future-of-online-events; saas-future-of-creative-design; saas-effective-email-strategies; saas-digital-technology-impact; saas-app-development-learning
Liquid Death Early Access Sale HTML Email Template,liquid-death-early-access-html-email,images/liquid-death-early-access-html-email.webp,,,,,,,https://uploads-ssl.webflow.com/66851ff5597edd9f7c0cbddb/66c73240811592e7fff1f72b_Get%20Early%20Access%20to%2040%25%20Off%20Sale.png,,A bold and edgy HTML email template offering 40% off sitewide with early access. Perfect for brands with a rebellious or alternative vibe looking to engage their audience.,,Liquid Death Early Access Sale HTML Email Template,https://www.figma.com/design/4DNZJH4iYmHi5uYidVrBlu/New-Discounts-%26-Coupons-Email-Templates-Library?node-id=4306-1313&t=bcVyeNTKtyzZjexL-0,"<p><a href=""/templates/discounts-and-coupons"" id="""">Discounts &amp; Coupons</a></p>","<p><a href=""/templates/marketing"" id="""">Marketing</a></p>","<p><a href=""/templates/beauty-and-personal-care"" id="""">Beauty &amp; Personal Care</a></p>","<p>Yahoo!, Apple Mail, Outlook</p>","<p>Constant Contact, Campaign Monitor, GetResponse, Active Campaign, Moosend, MailChimp, Zoho Mail, Brevo</p>","Bold HTML email template offering 40% off sitewide with early access, ideal for rebellious brands.",/email-template/liquid-death-early-access-html-email,wwdc23-discount-html-email; saas-webizz-off; vidangel-labor-day-html-email; the-sill-fiddle-leaf-fig-html-email; ecommerce-seasonal-savings; fashion-trends-store-off; strava-club-invitation-html-template; strangelove-eofy-discount-email-template; spring-sale-20-off-towels-html-template; restaurant-feedback; sourse-vitamin-chocolate-offer-email-template; finance-digital-spend-card; travel-seasonal-deals; healthcare-medical-assistance; saas-happy-customer-off; rivian-earth-day-html-email; ritual-25-off-html-email; rent-the-runway-rsvp-html-email; reel-5-off-html-email; real-estate-book-tour-off; ray-ban-last-chance-20-off-html-template; projects-watches-black-friday-july-html-template; prime-day-sale-native-pet-html-template; prime-day-30-off-html-template; ourside-welcome-html-email; ongo-support-military-html-email; notorious-nooch-prime-day-offer-email-template; moment-welcome-discount-html-email; mezcal-negroni-summer-cocktail-html-template; memorial-day-sale-20-off-pillows-html-template; masterclass-labor-day-html-email; macpaw-15th-anniversary-html-email; real-estate-home-tour-off; lodgify-50-off-html-email; leatherman-spring-custom-sale-html-template; last-chance-20-off-joggy-energy-template; last-chance-10-off-feeling-swell-html-template; last-chance-10-off-cold-culture-html-template; education-kids-academy-program-discount; july-4th-sale-40-off-html-template; jibby-relaxation-day-html-email; janji-mystery-box-html-template; hodina-20-off-html-email; healthcare-off-checkup; headway-self-growth-html-email; grammarly-flash-sale-email-template; beauty-glow-and-glamour-discount; gainful-new-year-html-email; free-gift-promotion-html-template; fourth-july-clearance-sale-html-template; fashion-off-17c75; flow-state-strava-challenge-html-template; final-hours-sale-html-email-template; ecommerce-sale-off; restaurant-offer-asian-cuisine-d4ba2; real-estate-family-residence-sale; earth-day-promotion-html-template; dutch-bros-birthday-html-email; codecademy-cyber-week-html-email; ecommerce-off-on-mats; education-learning-day-off; ecommerce-off-on-bags; black-friday-html-email; birdwell-30-percent-off-sitewide-sale-html-email-template; betterbrand-lucky-day-html-email; beauty-spa-coupon-off-7689f; beauty-cosmetic-collection-discount; beauty-exclusive-discount-for-subscribers; ecommerce-sale-on-cart; adobe-creative-cloud-html-email; 60-off-fitbit-premium-membership-html-template; 50-off-activecampaign-3-month-offer-html-template; 30-off-meditation-html-template; 30-off-cleanmymac-tennis-promo-html-template; 30-off-birthday-stay-offer-html-template; 25-off-luxury-bidet-html-template; 20-off-meditation-html-template; 20-off-headspace-journey-html-template; 20-off-delivery-doordash-html-template; 12-hour-prime-day-sale-native-pet-template; 100-off-calibrate-weight-loss-program-html-template
Limited Stock Fashion Trigger HTML Email Template,ecommerce-limited-stock-trigger,images/ecommerce-limited-stock-trigger.webp,66851ff5597edd9f7c0cbee7,66851ff5597edd9f7c0cbdde,66851ff5597edd9f7c0cc2a8,Mon Jun 24 2024 09:16:16 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:24:28 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:25:01 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/6656cfa894f8540abda9ef88/66793960a62ddd28603f501f_66791584987ed8d8f6126a16_templates-retargeting-and-triggers-ecommerce-limited-stock-trigger.png,,Chic and floral-themed fashion accessory sale HTML email template emphasizing a limited-time offer. Perfect for retail brands captivating shoppers with seasonal discounts.,,Ecommerce-Limited Stock Trigger,https://www.figma.com/file/UKT6C34oqnGkxrxwpXldgj/Retargeting-%26-Triggers-Email-Templates-Library?type=design&node-id=1-20&mode=design&t=cX9386xOf3E0Zhw5-0,"<p><a href=""/templates/retargeting-and-triggers"" id="""">Retargeting &amp; Triggers</a></p>","<p><a href=""/templates/marketing"" id="""">Marketing</a></p>","<p><a href=""/templates/ecommerce"" id="""">Ecommerce</a></p>","<p id="""">Yahoo!, Outlook</p>","<p id="""">Klaviyo, Constant Contact, Active Campaign, Salesforce, Moosend, MailChimp</p>",Captivate shoppers with this chic HTML email template. Emphasize limited-time offers on fashion accessories to boost seasonal sales for retail brands.,/email-template/ecommerce-limited-stock-trigger,beauty-wellness-wonders-sale; saas-task-management-software-trigger; travel-amazing-deals-in-sydney; ecommerce-sports-shoes-sale; fashion-sizzling-summer-savings; education-productivity-tool-demo; fashion-most-popluar-picks; ecommerce-pupular-cups-on-sale; beauty-sale-with-a-special-note; saas-new-solution-launch; restaurant-leprechaun-fest-offer; restaurant-holiday-delights-off; travel-global-explorers-day; restaurant-frosty-day-offer; fashion-fresh-collection-picks; fjallraven-10-percent-savings-reminder-html-email-template; fashion-shopper-retargeting; education-elite-subscription-offer; saas-effective-copywriting-guide; education-design-course-webinar; saas-comprehensive-guide-on-writing; beauty-new-school-year-collection
Limited Edition Space Encoder™ HTML Email Template,limited-edition-space-encoder-html-email-template,images/limited-edition-space-encoder-html-email-template.webp,,,,,,,https://uploads-ssl.webflow.com/66851ff5597edd9f7c0cbddb/66c732317dc4556ccedf8ae9_Introducing%20The%20Limited%20Edition%20Space%20Encoder%E2%84%A2.png,,Bold email template introducing Oakley’s limited edition Space Encoder™ eyewear. Perfect for exclusive product promotions.,,Limited Edition Space Encoder™ HTML Email Template,https://www.figma.com/design/XMWCGJRL8QvXcyzX4wUGwH/New-Product-Launch-Email-Templates-Library?node-id=3204-963&t=Fn15YdFqzxssAZdw-0,"<p><a href=""/templates/product-launch"" id="""">Product Launch</a></p>","<p><a href=""/templates/marketing"" id="""">Marketing</a></p>","<p><a href=""/templates/fashion"" id="""">Fashion</a></p>","<p>Yahoo!, Apple Mail</p>","<p>Salesforce, Active Campaign, Klaviyo, Brevo</p>","Announce Oakley’s limited edition Space Encoder™ with this bold HTML email template, ideal for promoting exclusive, cutting-edge eyewear products.",/email-template/limited-edition-space-encoder-html-email-template,yeti-king-crab-collection-html-template; fashion-welcome-summer-collection; 1932-collection-classic-northwest-style-html-email-template; supernova-prima-launch-meet-html-template; fashion-style-session-and-collections; fashion-spring-vibes-collection; spring-headwear-collection-html-email-template; saas-join-wallet-waitlist; ecommerce-sleek-bags-and-footwears; beauty-signature-eyeshadow-palettes; sacred-return-aero-jersey-html-email-template; rnnr-offfield-pacer-hat-html-email-template; rnnr-hazy-collection-html-email-template; ray-ban-meta-smart-glasses-exclusive-html-template; beauty-pureglow-new-face-creams; pre-order-limited-edition-demande-speciale-v-html-email-template; pleasures-reebok-capsule-collection-html-template; pleasures-summer-24-collection-html-template; oakley-exclusive-hydra-mvp-html-template; beauty-new-product-series-soon; travel-new-destinations-discounts; fashion-new-arrivals-and-trends; saas-new-app-version; travel-new-adventures-and-camping; ecommerce-moto-launch-party; limited-edition-demande-speciale-v-html-email-template; le-short-classique-html-template; laura-niubo-rug-collection-html-template; beauty-latest-lotions-and-skincare; real-estate-latest-furnished-apartments; kit-modern-formulas-html-email-template; journal-prompt-cards-html-template; janji-spring-summer-2024-collection-html-template; restaurant-gourmet-delights; saas-fresh-addition-alert; ecommerce-ford-maverick-dealers; dunes-outdoor-furniture-html-template; real-estate-dream-home-properties; counter-print-three-dimensional-type-book-launch-html-template; carhartt-wip-precious-collection-html-email-template; ecommerce-audi-a-introduction; restaurant-aromatic-coffees; amazing-grace-hat-html-email-template; ecommerce-airpods-pro-introduction
Limited Edition Demande Spéciale V HTML Email Template,limited-edition-demande-speciale-v-html-email-template,images/limited-edition-demande-speciale-v-html-email-template.webp,,,,,,,https://uploads-ssl.webflow.com/66851ff5597edd9f7c0cbddb/66c7323146959417d1e2952e_Introducing%20The%20Limited%20Edition%20Demande%20Spe%CC%81ciale%20V.png,,Elegant email template introducing the limited-edition Demande Spéciale V watch by Corniche. Perfect for luxury product launches.,,Limited Edition Demande Spéciale V HTML Email Template,https://www.figma.com/design/XMWCGJRL8QvXcyzX4wUGwH/New-Product-Launch-Email-Templates-Library?node-id=3204-836&t=Fn15YdFqzxssAZdw-0,"<p><a href=""/templates/product-launch"" id="""">Product Launch</a></p>","<p><a href=""/templates/marketing"" id="""">Marketing</a></p>","<p><a href=""/templates/fashion"" id="""">Fashion</a></p>","<p>Outlook, Apple Mail, Gmail</p>","<p>Moosend, Brevo, Campaign Monitor, Zoho Mail</p>","Announce the exclusive launch of Corniche's limited-edition Demande Spéciale V watch with this elegant HTML email template, perfect for luxury promotions.",/email-template/limited-edition-demande-speciale-v-html-email-template,yeti-king-crab-collection-html-template; fashion-welcome-summer-collection; 1932-collection-classic-northwest-style-html-email-template; supernova-prima-launch-meet-html-template; fashion-style-session-and-collections; fashion-spring-vibes-collection; spring-headwear-collection-html-email-template; saas-join-wallet-waitlist; ecommerce-sleek-bags-and-footwears; beauty-signature-eyeshadow-palettes; sacred-return-aero-jersey-html-email-template; rnnr-offfield-pacer-hat-html-email-template; rnnr-hazy-collection-html-email-template; ray-ban-meta-smart-glasses-exclusive-html-template; beauty-pureglow-new-face-creams; pre-order-limited-edition-demande-speciale-v-html-email-template; pleasures-reebok-capsule-collection-html-template; pleasures-summer-24-collection-html-template; oakley-exclusive-hydra-mvp-html-template; beauty-new-product-series-soon; travel-new-destinations-discounts; fashion-new-arrivals-and-trends; saas-new-app-version; travel-new-adventures-and-camping; ecommerce-moto-launch-party; limited-edition-space-encoder-html-email-template; le-short-classique-html-template; laura-niubo-rug-collection-html-template; beauty-latest-lotions-and-skincare; real-estate-latest-furnished-apartments; kit-modern-formulas-html-email-template; journal-prompt-cards-html-template; janji-spring-summer-2024-collection-html-template; restaurant-gourmet-delights; saas-fresh-addition-alert; ecommerce-ford-maverick-dealers; dunes-outdoor-furniture-html-template; real-estate-dream-home-properties; counter-print-three-dimensional-type-book-launch-html-template; carhartt-wip-precious-collection-html-email-template; ecommerce-audi-a-introduction; restaurant-aromatic-coffees; amazing-grace-hat-html-email-template; ecommerce-airpods-pro-introduction
Leprechaun Fest Cultural Event Offer HTML Email Template,restaurant-leprechaun-fest-offer,images/restaurant-leprechaun-fest-offer.webp,66851ff5597edd9f7c0cbee7,66851ff5597edd9f7c0cbdde,66851ff5597edd9f7c0cc24c,Mon Jun 24 2024 09:16:11 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:24:31 GMT+0000 (Coordinated Universal Time),Fri Jul 12 2024 08:25:01 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/6656cfa894f8540abda9ef88/6679395bf28ac84f67c26bf8_667915866fd408d9461936ca_templates-retargeting-and-triggers-restaurant-leprechaun-fest-offer.png,,"Promote a cultural celebration with this festive HTML email template. Ideal for event organizers and restaurants, it features food and music for a special occasion.",,Restaurant-Leprechaun Fest Offer,https://www.figma.com/file/UKT6C34oqnGkxrxwpXldgj/Retargeting-%26-Triggers-Email-Templates-Library?type=design&node-id=1-2&mode=design&t=cX9386xOf3E0Zhw5-0,"<p><a href=""/templates/retargeting-and-triggers"" id="""">Retargeting &amp; Triggers</a></p>","<p><a href=""/templates/marketing"" id="""">Marketing</a></p>","<p><a href=""/templates/restaurants-food-and-beverages"" id="""">Restaurants, Food &amp; Beverages</a></p>","<p id="""">Apple Mail, Yahoo!</p>","<p id="""">GetResponse, MailChimp, Brevo, Mailjet, Klaviyo, Active Campaign, Moosend, Salesforce</p>","Promote a cultural celebration with this festive HTML email template. Perfect for event organizers and restaurants, featuring food and music.",/email-template/restaurant-leprechaun-fest-offer,beauty-wellness-wonders-sale; saas-task-management-software-trigger; travel-amazing-deals-in-sydney; ecommerce-sports-shoes-sale; fashion-sizzling-summer-savings; education-productivity-tool-demo; fashion-most-popluar-picks; ecommerce-pupular-cups-on-sale; beauty-sale-with-a-special-note; saas-new-solution-launch; ecommerce-limited-stock-trigger; restaurant-holiday-delights-off; travel-global-explorers-day; restaurant-frosty-day-offer; fashion-fresh-collection-picks; fjallraven-10-percent-savings-reminder-html-email-template; fashion-shopper-retargeting; education-elite-subscription-offer; saas-effective-copywriting-guide; education-design-course-webinar; saas-comprehensive-guide-on-writing; beauty-new-school-year-collection
Lenny Kravitz x Ray-Ban Reverse HTML Email Template,lenny-kravitz-x-ray-ban-reverse-html-email-template,images/lenny-kravitz-x-ray-ban-reverse-html-email-template.webp,,,,,,,https://uploads-ssl.webflow.com/66851ff5597edd9f7c0cbddb/66c73231e516bb55ac8ec955_The%20Aviator%20Reverse%2C%20by%20Lenny%20Kravitz.png,,Discover the Lenny Kravitz x Ray-Ban Reverse capsule collection. Explore limited-edition styles with unique designs and signature details. Shop now.,,Lenny Kravitz Ray-Ban Reverse Collection,https://www.figma.com/design/wSI24CJLpOzO3BKg695Rw2/New-Product-Promotions-%26-Updates-Email-Templates-Library?node-id=2209-1314&t=s6hm77EssVQzxcYA-0,"<p><a href=""/templates/product-promotions-and-updates"" id="""">Product Promotions &amp; Updates</a></p>","<p><a href=""/templates/marketing"" id="""">Marketing</a></p>","<p><a href=""/templates/fashion"" id="""">Fashion</a></p>","<p>Apple Mail, Yahoo!</p>","<p>Mailjet, Campaign Monitor, Brevo, Salesforce, HubSpot</p>",Explore the exclusive Lenny Kravitz x Ray-Ban Reverse collection. Limited-edition styles with signature details available now. Shop the capsule collection today.,/email-template/lenny-kravitz-x-ray-ban-reverse-html-email-template,travel-word-tourism-day; weekly-bonus-commissions-html; wandrd-gear-sale-html-template; vanmoof-s4-x4-evergreen-sale-html-template; vanmoof-s4-x4-ebikes-html-template; unlimited-hosting-announcement-html-email-template; turmeric-balance-blend-html-template; tracksmith-take-the-plunge-html-template; fashion-top-picks-for-school; true-cost-addiction-healthcare-html; hypothesis-of-post-running-high; desks-behind-station-html; building-blocks-career-html; super-spritz-spf-50-face-mist-html-template; restaurant-summer-delight-deals; summer-24-collection-html-email-template; streamline-scheduling-reduce-cancellations-html; standing-desk-promotion-html-template; sphaera-bisphaera-eyewear-html-email-template; software-comparison-html-email-template; smoothing-mini-gift-set-html-template; education-selective-classes-deals; samra-on-the-go-coffee-kit-html-template; rouge-berry-lip-jelly-html-template; research-maturity-model-html-email-template; beauty-renewed-choices; reel-bamboo-toilet-paper-availability-html-template; reebok-pride-collection-2024-html-template; really-long-toilet-rolls-html-template; project-management-miro-html-email-template; pleasures-apparel-collection-html-email-template; performance-footwear-html-template; paypal-business-insights-html; outdoor-voices-jog-shorts-html-template; outdoor-furniture-promotion-html-template; otter-pro-upgrade-html; oakley-factory-team-return-html-template; netlify-dynamic-features-html-email-template; mixpanel-vs-google-analytics-html-email-template; mixpanel-data-modeling; metabolism-test-promotion-html-template; beauty-makeup-essentials-offer; made-in-los-angeles-wholesale-html-email-template; education-know-committed-educators; klaviyo-retention-strategy-webinar-html-template; kim-and-kris-powered-by-update-html-template; indeed-resume-visibility; hinge-mixpanel-html; green-banana-buffing-bar-html-template; google-workspace-html-email-template; ssp-precision-burrs-html; fashion-freedom-day-celebration; extra-peach-soda-html-template; travel-explore-the-world; event-sunscreen-promotion-html-email-template; eliot-runner-test-of-miles-html-template; ease-x-nomia-collection-html-template; digital-construction-conversations-podcast-html; restaurant-culinary-classes; copper-cow-coffee-rewards-email-template; connect-your-show-html-email-template; companies-hiring-now-html-email-template; beauty-celebrating-womanhood; celebrate-with-us-html; cecred-bioactive-keratin-html-template; carhartt-wip-radio-html-email-template; calendly-sales-marketing-resources-html; saas-business-solutions; burberry-summer-styles-html-email-template; bougie-free-shipping-email-template; borosilicate-glassware-html-template; board-views-insights-html-email-template; ecommerce-blossom-beauty; ecommerce-be-in-best-look; bbuc-dream-beyond-email-template; asphalte-le-short-classique-html-template; asana-calendar-view; as-seen-on-fashion-socks-html-email-template; allbirds-solstice-shoes-html-email-template; ai-upskilling-marketers-html-email-template; ace-branding-game-html; a24-screenplay-collection-html-template; 2023-consumer-trends-index-html
